outputFn	sessID	date	time	spkrCode	lineType	dialect	gen	envType	age	network	phoneModel	sampleCount	sampleRate
BABEL_OP3_402_29076_20141121_165922_S9_scripted.sph	29076	20141121	165922	29076	inLine	EASTERN	F	MICROPHONE	56	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_29076_20141121_165629_C2_scripted.sph	29076	20141121	165629	29076	inLine	EASTERN	F	MICROPHONE	56	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_29076_20141121_165618_C1_scripted.sph	29076	20141121	165618	29076	inLine	EASTERN	F	MICROPHONE	56	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_29076_20141121_165837_A1_scripted.sph	29076	20141121	165837	29076	inLine	EASTERN	F	MICROPHONE	56	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_29076_20141121_165730_S6_scripted.sph	29076	20141121	165730	29076	inLine	EASTERN	F	MICROPHONE	56	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_29076_20141121_165313_R1_scripted.sph	29076	20141121	165313	29076	inLine	EASTERN	F	MICROPHONE	56	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_29076_20141121_165831_S1_scripted.sph	29076	20141121	165831	29076	inLine	EASTERN	F	MICROPHONE	56	INDOSAT	NOKIA	0	8000
BABEL_OP3_402_29168_20140926_165134_R1_scripted.sph	29168	20140926	165134	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165457_S6_scripted.sph	29168	20140926	165457	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165559_S1_scripted.sph	29168	20140926	165559	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165449_O5_scripted.sph	29168	20140926	165449	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165503_D3_scripted.sph	29168	20140926	165503	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165515_S5_scripted.sph	29168	20140926	165515	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165613_S4_scripted.sph	29168	20140926	165613	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165635_S7_scripted.sph	29168	20140926	165635	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165218_C6_scripted.sph	29168	20140926	165218	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165621_N1_scripted.sph	29168	20140926	165621	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165233_O2_scripted.sph	29168	20140926	165233	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165605_A1_scripted.sph	29168	20140926	165605	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165536_D2_scripted.sph	29168	20140926	165536	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165405_O3_scripted.sph	29168	20140926	165405	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165146_O1_scripted.sph	29168	20140926	165146	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165339_S8_scripted.sph	29168	20140926	165339	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165644_S9_scripted.sph	29168	20140926	165644	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165358_C2_scripted.sph	29168	20140926	165358	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165347_C1_scripted.sph	29168	20140926	165347	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165439_S2_scripted.sph	29168	20140926	165439	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165156_O8_scripted.sph	29168	20140926	165156	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165526_T2_scripted.sph	29168	20140926	165526	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165431_O6_scripted.sph	29168	20140926	165431	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165225_T1_scripted.sph	29168	20140926	165225	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165547_S3_scripted.sph	29168	20140926	165547	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165423_M1_scripted.sph	29168	20140926	165423	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165206_D1_scripted.sph	29168	20140926	165206	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29168_20140926_165414_C4_scripted.sph	29168	20140926	165414	29168	inLine	CENTRAL	M	MICROPHONE	55	TELKOMSEL	BLACKBERRY	0	8000
BABEL_OP3_402_29323_20150108_001724_O2_scripted.sph	29323	20150108	001724	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001957_S6_scripted.sph	29323	20150108	001957	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_002152_N1_scripted.sph	29323	20150108	002152	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001945_O5_scripted.sph	29323	20150108	001945	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001825_S8_scripted.sph	29323	20150108	001825	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_002022_S5_scripted.sph	29323	20150108	002022	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001901_C4_scripted.sph	29323	20150108	001901	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001834_C1_scripted.sph	29323	20150108	001834	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001714_T1_scripted.sph	29323	20150108	001714	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_002127_A1_scripted.sph	29323	20150108	002127	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001922_O6_scripted.sph	29323	20150108	001922	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_002112_S1_scripted.sph	29323	20150108	002112	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001636_O8_scripted.sph	29323	20150108	001636	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001936_S2_scripted.sph	29323	20150108	001936	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001911_M1_scripted.sph	29323	20150108	001911	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_002058_S3_scripted.sph	29323	20150108	002058	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_002008_D3_scripted.sph	29323	20150108	002008	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001610_R1_scripted.sph	29323	20150108	001610	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001622_O1_scripted.sph	29323	20150108	001622	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_002221_S9_scripted.sph	29323	20150108	002221	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_002142_S4_scripted.sph	29323	20150108	002142	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001845_C2_scripted.sph	29323	20150108	001845	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001852_O3_scripted.sph	29323	20150108	001852	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001651_D1_scripted.sph	29323	20150108	001651	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_002032_T2_scripted.sph	29323	20150108	002032	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_002043_D2_scripted.sph	29323	20150108	002043	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_001703_C6_scripted.sph	29323	20150108	001703	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_29323_20150108_002207_S7_scripted.sph	29323	20150108	002207	29323	inLine	CENTRAL	M	HOME_OFFICE_LANDLINE	46	TELKOM	UNKNOWN	0	8000
BABEL_OP3_402_30250_20140929_163420_O1_scripted.sph	30250	20140929	163420	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163619_M1_scripted.sph	30250	20140929	163619	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163719_T2_scripted.sph	30250	20140929	163719	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163611_C4_scripted.sph	30250	20140929	163611	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163626_O6_scripted.sph	30250	20140929	163626	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163833_S7_scripted.sph	30250	20140929	163833	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163545_C1_scripted.sph	30250	20140929	163545	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163740_S3_scripted.sph	30250	20140929	163740	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163654_S6_scripted.sph	30250	20140929	163654	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163454_C6_scripted.sph	30250	20140929	163454	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163844_S9_scripted.sph	30250	20140929	163844	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163635_S2_scripted.sph	30250	20140929	163635	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163603_O3_scripted.sph	30250	20140929	163603	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163508_O2_scripted.sph	30250	20140929	163508	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163809_S4_scripted.sph	30250	20140929	163809	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163730_D2_scripted.sph	30250	20140929	163730	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163442_D1_scripted.sph	30250	20140929	163442	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163758_A1_scripted.sph	30250	20140929	163758	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163431_O8_scripted.sph	30250	20140929	163431	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163818_N1_scripted.sph	30250	20140929	163818	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163711_S5_scripted.sph	30250	20140929	163711	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163752_S1_scripted.sph	30250	20140929	163752	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163537_S8_scripted.sph	30250	20140929	163537	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163408_R1_scripted.sph	30250	20140929	163408	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163642_O5_scripted.sph	30250	20140929	163642	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163501_T1_scripted.sph	30250	20140929	163501	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163701_D3_scripted.sph	30250	20140929	163701	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_30250_20140929_163556_C2_scripted.sph	30250	20140929	163556	30250	inLine	WESTERN	M	MICROPHONE	34	XL	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205235_S1_scripted.sph	31184	20141112	205235	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205148_D3_scripted.sph	31184	20141112	205148	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205057_C4_scripted.sph	31184	20141112	205057	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_204856_R1_scripted.sph	31184	20141112	204856	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205312_S7_scripted.sph	31184	20141112	205312	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205115_O6_scripted.sph	31184	20141112	205115	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205022_S8_scripted.sph	31184	20141112	205022	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205048_O3_scripted.sph	31184	20141112	205048	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_204908_O1_scripted.sph	31184	20141112	204908	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_204918_O8_scripted.sph	31184	20141112	204918	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_204929_D1_scripted.sph	31184	20141112	204929	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205041_C2_scripted.sph	31184	20141112	205041	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205107_M1_scripted.sph	31184	20141112	205107	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205242_A1_scripted.sph	31184	20141112	205242	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205302_N1_scripted.sph	31184	20141112	205302	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_204949_T1_scripted.sph	31184	20141112	204949	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_204941_C6_scripted.sph	31184	20141112	204941	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205226_S3_scripted.sph	31184	20141112	205226	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_204957_O2_scripted.sph	31184	20141112	204957	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205216_D2_scripted.sph	31184	20141112	205216	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205158_S5_scripted.sph	31184	20141112	205158	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205207_T2_scripted.sph	31184	20141112	205207	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205132_O5_scripted.sph	31184	20141112	205132	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205141_S6_scripted.sph	31184	20141112	205141	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205124_S2_scripted.sph	31184	20141112	205124	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205252_S4_scripted.sph	31184	20141112	205252	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205031_C1_scripted.sph	31184	20141112	205031	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31184_20141112_205321_S9_scripted.sph	31184	20141112	205321	31184	inLine	WESTERN	M	MICROPHONE	32	INDOSAT	CROSS	0	8000
BABEL_OP3_402_31624_20141017_205458_C4_scripted.sph	31624	20141017	205458	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205553_D3_scripted.sph	31624	20141017	205553	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205546_S6_scripted.sph	31624	20141017	205546	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205300_D1_scripted.sph	31624	20141017	205300	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205651_A1_scripted.sph	31624	20141017	205651	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205534_O5_scripted.sph	31624	20141017	205534	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205319_T1_scripted.sph	31624	20141017	205319	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205327_O2_scripted.sph	31624	20141017	205327	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205603_S5_scripted.sph	31624	20141017	205603	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205643_S1_scripted.sph	31624	20141017	205643	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205714_N1_scripted.sph	31624	20141017	205714	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205449_O3_scripted.sph	31624	20141017	205449	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205623_D2_scripted.sph	31624	20141017	205623	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205739_S9_scripted.sph	31624	20141017	205739	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205421_S8_scripted.sph	31624	20141017	205421	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205218_O1_scripted.sph	31624	20141017	205218	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205727_S7_scripted.sph	31624	20141017	205727	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205705_S4_scripted.sph	31624	20141017	205705	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205508_M1_scripted.sph	31624	20141017	205508	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205632_S3_scripted.sph	31624	20141017	205632	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205613_T2_scripted.sph	31624	20141017	205613	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205249_O8_scripted.sph	31624	20141017	205249	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205442_C2_scripted.sph	31624	20141017	205442	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205432_C1_scripted.sph	31624	20141017	205432	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205208_R1_scripted.sph	31624	20141017	205208	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205516_O6_scripted.sph	31624	20141017	205516	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205312_C6_scripted.sph	31624	20141017	205312	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_31624_20141017_205527_S2_scripted.sph	31624	20141017	205527	31624	inLine	CENTRAL	F	HOME_OFFICE_LANDLINE	26	TELKOM	PANASONIC	0	8000
BABEL_OP3_402_32708_20141127_211249_S6_scripted.sph	32708	20141127	211249	32708	inLine	EASTERN	F	MICROPHONE	48	XL	SONY	0	8000
BABEL_OP3_402_32708_20141127_211023_D1_scripted.sph	32708	20141127	211023	32708	inLine	EASTERN	F	MICROPHONE	48	XL	SONY	0	8000
BABEL_OP3_402_32708_20141127_211140_C2_scripted.sph	32708	20141127	211140	32708	inLine	EASTERN	F	MICROPHONE	48	XL	SONY	0	8000
BABEL_OP3_402_32708_20141127_211230_S2_scripted.sph	32708	20141127	211230	32708	inLine	EASTERN	F	MICROPHONE	48	XL	SONY	0	8000
BABEL_OP3_402_32708_20141127_211417_S4_scripted.sph	32708	20141127	211417	32708	inLine	EASTERN	F	MICROPHONE	48	XL	SONY	0	8000
BABEL_OP3_402_32708_20141127_211129_C1_scripted.sph	32708	20141127	211129	32708	inLine	EASTERN	F	MICROPHONE	48	XL	SONY	0	8000
BABEL_OP3_402_32708_20141127_211159_C4_scripted.sph	32708	20141127	211159	32708	inLine	EASTERN	F	MICROPHONE	48	XL	SONY	0	8000
BABEL_OP3_402_32708_20141127_211239_O5_scripted.sph	32708	20141127	211239	32708	inLine	EASTERN	F	MICROPHONE	48	XL	SONY	0	8000
BABEL_OP3_402_32708_20141127_211043_T1_scripted.sph	32708	20141127	211043	32708	inLine	EASTERN	F	MICROPHONE	48	XL	SONY	0	8000
BABEL_OP3_402_32708_20141127_210958_O1_scripted.sph	32708	20141127	210958	32708	inLine	EASTERN	F	MICROPHONE	48	XL	SONY	0	8000
BABEL_OP3_402_32708_20141127_211257_D3_scripted.sph	32708	20141127	211257	32708	inLine	EASTERN	F	MICROPHONE	48	XL	SONY	0	8000
BABEL_OP3_402_32708_20141127_211120_S8_scripted.sph	32708	20141127	211120	32708	inLine	EASTERN	F	MICROPHONE	48	XL	SONY	0	8000
